Time	Food	Creatures
90400	306	63
90500	303	63
90600	306	61
90700	303	62
90800	294	64
90900	288	68
91000	284	68
91100	277	66
91200	279	63
91300	278	65
91400	270	70
91500	259	72
91600	269	71
91700	265	69
91800	273	72
91900	282	73
92000	270	75
92100	261	75
92200	257	75
92300	255	72
92400	253	69
92500	250	72
92600	248	73
92700	244	71
92800	249	71
92900	249	71
93000	251	68
93100	247	63
93200	242	63
93300	246	63
93400	243	62
93500	250	60
93600	253	55
93700	258	54
93800	257	54
93900	254	54
94000	257	50
94100	259	49
94200	265	49
94300	263	50
94400	265	51
94500	267	51
94600	265	51
94700	265	50
94800	275	51
94900	280	50
95000	275	50
95100	284	48
95200	296	44
95300	304	44
95400	309	40
95500	307	41
95600	314	40
95700	319	37
95800	326	36
95900	327	34
96000	334	34
96100	337	35
96200	339	35
96300	346	34
96400	352	35
96500	361	36
96600	363	38
96700	360	36
96800	362	39
96900	358	43
97000	360	44
97100	359	45
97200	365	48
97300	360	52
97400	356	52
97500	364	53
97600	370	54
97700	362	54
97800	353	62
97900	344	62
98000	332	66
98100	317	70
98200	310	74
98300	297	78
98400	294	77
98500	280	81
98600	285	81
98700	280	80
98800	281	78
98900	275	77
99000	270	78
99100	261	74
99200	255	78
99300	252	78
99400	251	74
99500	252	74
99600	253	73
99700	250	73
99800	243	68
99900	239	66
100000	243	66
100100	240	66
100200	245	69
100300	245	69
100400	243	69
100500	243	66
100600	246	66
100700	246	65
100800	252	63
100900	254	62
101000	263	59
101100	268	56
101200	268	52
101300	269	51
101400	271	49
101500	273	47
101600	282	44
101700	285	40
101800	289	40
101900	285	41
102000	281	41
102100	281	40
102200	283	41
102300	294	39
102400	294	39
102500	287	42
102600	292	42
102700	298	42
102800	300	43
102900	304	41
103000	299	41
103100	291	44
103200	301	45
103300	302	48
103400	300	50
103500	302	53
103600	309	51
103700	314	51
103800	320	49
103900	319	50
104000	321	49
104100	327	49
104200	334	48
104300	342	45
104400	340	47
104500	342	44
104600	338	45
104700	341	45
104800	344	45
104900	350	44
105000	350	44
105100	349	46
105200	349	46
105300	347	49
105400	335	52
105500	334	54
105600	334	58
105700	338	59
105800	323	64
105900	307	66
106000	316	64
106100	313	69
106200	305	71
106300	299	71
106400	295	76
106500	294	76
106600	283	81
106700	283	77
106800	291	72
106900	284	73
107000	280	71
107100	287	68
107200	281	69
