Time	Food	Creatures
97800	2615	404
97900	2592	397
98000	2577	401
98100	2537	418
98200	2537	418
98300	2486	437
98400	2435	450
98500	2402	458
98600	2369	467
98700	2362	453
98800	2360	448
98900	2348	451
99000	2301	455
99100	2302	446
99200	2262	453
99300	2270	440
99400	2263	431
99500	2273	424
99600	2253	409
99700	2267	403
99800	2275	376
99900	2271	364
100000	2305	360
100100	2322	331
